;userName;score;at;content
1705;Annisa Aprilia;4;02/06/2022 16:37;Aplikasi halodoc sangatlah membantu saat mebutuhkan obat darurat, apalagi saat kita berjauhan dgn keluarga, jd kita bs mengirimkan obat darimana saja. Namun, terdapat ketidaknyamanan yg sy rasakan yaitu, saya tdk bs memilih apotik terdekat dgn tempat tujuan, sehingga membuat pengguna menunggu lama, karena apotik yg dipilih terlalu jauh. Mgkn bs dikembangkan opsi pemilihan apotik terdekat, agar pengguna bs menyesuaikan kebutuhan obat yg tersedia dari apotik terdekat
1706;W.T.A;1;02/06/2022 16:12;Unreliable partner and their customer service doesn't have capability to solve the problem
1707;Daniel Bowler;5;02/06/2022 14:17;It's really good and convenient
1708;Resty Bonita;5;02/06/2022 12:04;"Dokternya selalu fast respon, di kasih resepnya dengan harga terbaik, driver yg antarnya selalu ramah dan bilang "" cepat sembuh ya bu/pak "" jadi moodbooster banget"
1709;syintah;5;02/06/2022 05:36;fast response
1710;Viony Cute;5;02/06/2022 03:51;Membantu dikala kita bingung ga bs kluar rmh utk nyamperin dokter
1711;Afriandi Haryanto;4;02/06/2022 01:47;First Impression is great
1712;faiq khotul;5;01/06/2022 23:25;Dokter sangat ramah dan baik
1713;eko handoyo;3;01/06/2022 16:49;Pembayaran ganda di rumah sakit dan di aplikasi. Sudah ada penyelesaian hingga (3 minggu). Aplikasi android pertama yg bermasalah lama dengan pembayaran. Aplikasi perlu perbaikan pada bagian konsultasi dengan dokter
1714;amal ashardian;1;01/06/2022 12:19;Bayar pakai BCA Virtual account ngga bisa..
1715;Rachel Magdalena;5;01/06/2022 11:55;Very helpful
1716;sheila marina;1;01/06/2022 09:22;Koneksi aplikasinya ngga stabil, Error uploading messages terus, sy coba beberapa kali chat dokter gagal terus, tp gopay sy sudah kepotong banyak utk tarif dokternya, ngerugiin banget, harusnya tarif pembayaran dipotong setelah konsultasi berhasil donk 😒😒
1717;Siha Lee;5;01/06/2022 09:16;Sangat membantu
1718;Indah Kartika;5;01/06/2022 07:31;Sangat membantu dikala darurat asal siap dana digital gojek linkaja
1719;Erditya Dhyka;5;01/06/2022 06:41;Helpfull
1720;Sali Safari;4;01/06/2022 05:08;Would give 5 star but app keep loading VA
1721;Zulkifli Abdul Haq;5;01/06/2022 04:19;Mantab
1722;Diani Fathiadev;5;01/06/2022 03:25;🙂👍
1723;Rizal Sani;5;01/06/2022 03:23;Memudahkan konsultasi dengan dokter dengan biaya yang terjangkau dengan banyak pilihan dokter
1724;Gottfried Prasetyadi;2;01/06/2022 03:07;"Error: ""Ada yang salah"" ketika hendak browse produk medis"
1725;Priska Cecilia Jenny;5;01/06/2022 01:38;Helpful, fast response dokternya dan very user friendly 😊
1726;Nadette;5;01/06/2022 00:17;Very helpful. Kalo anak sakit pas lagi tgl merah atau hari minggu suka bingung. Terbantu banget dengan adanya halodoc. Cari obat juga gak susah. Sudah ada ojol yg nganterin. Puas banget pokoknya
1727;rere novia;5;31/05/2022 15:51;Bagus
1728;Teddy Arianto;1;31/05/2022 15:42;kalau Seller canceled Order kita, UANG TIDAK OTOMATIS REFUND. harus chat dulu ke mereka, baru di buatkan laporan, 5 hari kerja baru akan di refund. kalau gak komplen, ya ada yg ga balek, kl dr pengalaman saya pake aplikasi ini.
1729;Hangga Nuarta;1;31/05/2022 12:12;Tolong proses claim asuransi Manulife rawat jalan cashless diperbaiki, nunggu di RS 2,5 jam karena lama dari pihak asuransi katanya.
1730;IndigoSpace Tangerang;1;31/05/2022 06:12;Terlalu banyak bug, saya mau pesan salep gagal terus karena proses looping. Mohon diperbaiki lagi
1731;ade bachtiar;3;31/05/2022 05:56;U🐤🐱🐱
1732;nia cahyati;5;31/05/2022 00:58;Easy and helpful
1733;Noeroel Aini;5;30/05/2022 14:14;Good .
1734;margaretha iput;5;30/05/2022 12:33;Very Helpful Apps. Thank You.
1735;Harry Daniel Manaiki;3;30/05/2022 12:31;Should have a menu where we can download doctor diagnosis for reimbursement process Edit: Adding +1 star because CS customer centric attitude
1736;Silvia s;1;30/05/2022 12:03;I have been trying to order the usual meds for my mom and dad for days and it keeps giving me error messages. chat box is useless as I couldn’t get any answer for hours as well. please fix your app
1737;Roshengli Luo;5;30/05/2022 10:45;Terbantu sekali
1738;R Pur;5;30/05/2022 02:30;Swift service and delivery
1739;septy vivi;5;29/05/2022 13:23;Mantap
1740;Devyani Lesmana;5;29/05/2022 10:44;Good apps
1741;Luthfi Arsya Official;4;29/05/2022 09:54;Pilihan lokasi apotik nya kerap kali jauh dari lokasi saya.
1742;ipul Setiawan;1;29/05/2022 09:50;Dokter ny g ramah aplikasi ng bug
1743;dear kim;5;29/05/2022 06:51;Good
1744;Hope Gembul;5;29/05/2022 05:22;Delivered in 30 minutes. Good job. Thank you
1745;Rikhanatul Jannah;5;29/05/2022 04:55;Sangat membantu sekali..
1746;Wulan Dalu (bulansujud);5;29/05/2022 03:37;Baru coba buat beli obat, tebus resep dokter, cepet bgt dan bener2 nyaman dipakai, alhamdulillah ketemu aplikasi yg sangat membantu begini, keep it up halodoc
1747;purwanto just1;5;29/05/2022 01:25;Alhamdulillah, bermanfaat bnget
1748;Nabila Ibrahim;5;28/05/2022 13:22;thanks so much halodoc. sangat membantu utk konsul dokter dan beli obat pas gak bs ke luar rumah. semoga bernilai pahala utk developer nya..
1749;Dewi Kusumawati;5;28/05/2022 09:02;Ok banget
1750;Gunawan TJ Kusuma;1;28/05/2022 06:50;"Aplikasi yg terhubung dilayanan wa ngak jelas & mencurigakan karena minta data"" pribadi yang bersifat sangat rahasia."
1751;titie mia;5;28/05/2022 04:02;Ngebantu banget!! Mulai dari dokternya dan obat2nya...
1752;Vandy Kusuma;5;27/05/2022 23:23;Selalu ada kapanpun
1753;sulistiawati lies;5;27/05/2022 11:20;Bu dokter sabar bget, melayani sy. Sekalipun ada sdkt g paham tp penjelasan ya amat detail dan dpt ditangkap dgn org awam spt sy. Mksh dok,
1754;La St;5;27/05/2022 10:04;Membantu sekali kalo sedang urgent dan dokternya juga oke
1755;YUDIT LIE;5;27/05/2022 09:51;Easy and very useful
1756;al lee;5;27/05/2022 08:43;Saya puas atas konsul nya
1757;Katie Yeri;2;27/05/2022 06:29;Baru mau coba tp udah dibuat kapok. Konsultasi batal karena dokter sibuk, tp uang gak langsung direfund, bahkan gak bisa langsung dipakai re-schedule ke dokter lain, harus top up lagi. Udah tanya ke CS diminta tunggu 7 hari, kalau tetap gak dapat refund disuruh menghubungi bank penerbitnya pakai kode arn dari mereka. Niatnya pakai layanan online tuh biar hemat waktu & tenaga, kalau ujungnya harus kita yg ngehubungi bank ya sama aja capeknya, dah lah ikhlas aja duit 50rb ilang 🥲
1758;iin herawati;5;27/05/2022 06:23;Good
1759;eemia ey;4;27/05/2022 05:58;It's okay.
1760;Arrad Rambey;5;27/05/2022 00:23;Praktis
1761;Nadia Anindita;5;27/05/2022 00:21;Sangat terbantu untuk beli obat bulanan dan konsul
1762;IMANISSIMO PROGROCK;5;26/05/2022 15:06;Dilayani dengan cepat. Terima kasih Halodoc
1763;Andre Rooroh;5;26/05/2022 14:29;Good..
1764;Jopy Susanto;5;26/05/2022 13:25;Good app.. very helpfull
1765;Wahyu Muliady;5;26/05/2022 10:30;Pengiriman obatnya skr sudah cepat, televonsul nya jg enak. Tapi kekurangannya cuman susah kalau mau sharing gejala karena rata2 dokter hanya terima lewat chat.
1766;Erna Rokhayati;5;26/05/2022 10:16;Sangat membantu, terimakasih
1767;Dhanny yap;5;26/05/2022 08:20;Best apps
1768;lisye .h;5;26/05/2022 04:37;Untuk pembelian obat di toko kesehatan, perlu obat buru2, beli waktu tgl merah & datengnya cepet banget. Bagus.
1769;Sekar Handayani;5;26/05/2022 01:33;Helpful
1770;Kania Yuliyanti;5;26/05/2022 01:33;Nice app, bisa konsultasi dengan dokter terpercaya dan dapat resep sekaligus bisa diantar ke rumah
1771;Muhamad Nurbakti;1;25/05/2022 23:46;Sudah order obat, pakai virtual account, waktu bayar berhasil, waktu kembali ke aplikasi orderannya hilang, cek di riwayat tidak ada padahal pembayaran berhasil, dan ngak ada refund 👎
1772;Wisnu Wiyantoro;1;25/05/2022 21:27;pesanan obat tidak sampai dan pelayanan keluhan sangat buruk. Jika obat yang diresepkan sangat urgent, sebaiknya jangan membeli melalui aplikasi.
1773;Gaby Alexa;5;25/05/2022 17:46;Aplikasi yang sangat diperlukan saat ini. Sy sudah sering pakai jasa halodoc untuk membeli obat dan vitamin, dan bbrp kali mencoba konsultasi online dgn dokter jg sangat membantu.
1774;Prabowo Iman;5;25/05/2022 14:17;Terimakasih
1775;Axel Jehian;1;25/05/2022 11:42;pesan obat seharian ga dikirim, udah butuh banget cuma dibalas, kami bantu batalkan kemudian bapak bisa beli kembali.
1776;Della Nasution;5;25/05/2022 10:38;Trimakasih.. Solusi sehat yang efektif dan efisien yaa di Halodoc🙂
1777;Adiel E. Atmanto;5;25/05/2022 09:17;Usefull and bendy
1778;ganang games;1;25/05/2022 04:01;bad service, pelayanan lambat, pemilihan apotek yang sangat jauh dari lokasi pengiriman
1779;Chrisye Kosakoy;5;25/05/2022 00:58;Puas atas advise dokternya
1780;Thomas Harry (Mas Harry);5;24/05/2022 20:05;Very helpfull apps to get Doctor advise when in emergency condition.
1781;Lathifatul Afifah;1;24/05/2022 17:25;SO BAD
1782;Rita;5;24/05/2022 13:19;Sangat membantu 👍
1783;Dionisius Wisnu;5;24/05/2022 08:14;Sangat membantu buat saya yang males antre di dokter umum 👍
1784;Bubbly Gurl;5;24/05/2022 05:50;This app really helped me. Im so thankful in this occasion...
1785;MOHD YOZA HABIBIE;5;23/05/2022 13:56;Great
1786;Doyan Makan;5;23/05/2022 12:24;Cepet banget respon baik
1787;Umi Sri Puspita Dewi;5;23/05/2022 11:28;Dokternya terbaik,, fast respon juga
1788;Asep M Wihandar;5;23/05/2022 04:04;Praktis
1789;Arief Nuryadi;5;23/05/2022 00:13;App sangat membantu.
1790;Annisa Ardila;5;22/05/2022 13:45;Sgt membantu ketika perlu pendapat doker saat darurat. Mudah dan cepat
1791;Gabrielle Laura;1;22/05/2022 04:05;Loading lama
1792;Esti Sugiharti;5;22/05/2022 04:00;Sangat membantu sekali konsultasi jadi mudah kapanpun dan dimanapun,hemat waktu dan dokternya sangat membantu sekali seperti saat konsultasi tatap muka,proses cepat,obat pun bisa diantar sampai rumah cukup menunggu 1 jam. Sudah kesekian kali pakai aplikasi ini terutama saat pandemi dan khawatir utk keluar rumah ke rumah sakit dgn kerumunan orang.Thanks halodoc
1793;Mikhayla Quinsha 2D;5;22/05/2022 02:15;Helpfull
1794;Doni Padmadi;5;22/05/2022 01:48;User friendly
1795;sriwulan ferindian;2;21/05/2022 22:44;Salah 1 obat yg sudah dibeli tidak jadi datang, pelaporan tidak digubris oleh adminnya
1796;Victor Limong;5;21/05/2022 22:42;Very easy to use.. great app
1797;'Yunita Dinni Setiawati;5;21/05/2022 16:04;How to give tips or credit to courier / driver ?
1798;Golan Tech;5;21/05/2022 14:16;Mantab
1799;Jinwei Chen;5;21/05/2022 14:10;Helpfull
1800;rizki fahlevi;4;21/05/2022 13:59;Goop apps
1801;ranny wiryawan;5;21/05/2022 13:36;Fast respon sekali dokter yang chat, lalu sangat membantu setiap konsultasi dan apotik yg terkait juga cepat pengirimannya. Tersambung juga dgn asuransi. Mantab. Terimakasih halodoc
1802;Ilmi Hayyu Dinna;5;21/05/2022 10:20;Sangat membantu
1803;Diamanta Adria;5;21/05/2022 10:16;From consulting via chat with doctor to medicine delivery, everything went very smooth.. delivery only took about 30 minutes. Good job halodoc for providing good service
1804;Yosef Nugraha;5;21/05/2022 08:18;Helpfull
1805;Kasmiati Mia;1;21/05/2022 04:14;Lagi kenapa si halodoc dr pagi di batalin mulu. Refand lamaaa. 😡
1806;Andika Daneswara;5;21/05/2022 02:35;Berguna sekali
1807;Charel Alle;5;20/05/2022 06:42;Aplikasi mudah yang memudahkan. Good job
1808;Novri Yanti;5;20/05/2022 04:26;Betah pakai halodoc. Mudah digunakan dan sangat membantu
1809;Nico Adityas;1;20/05/2022 02:46;1. Pernah pesan obat di Halodoc, di aplikasi obatnya tersedia tapi setelah ojolnya ke apotek ternyata obatnya kosong. 2. Waktu itu saya pesan obat melalui Halodoc dan ketika ojolnya ke apotek, pihak apoteknya bilang harga obat di Halodoc dengan harga obat di apotek berbeda.
1810;Salwaa H Nour;4;20/05/2022 02:39;Membantu👍🏻
1811;Teodorus Andryan Gunawan;5;20/05/2022 00:07;Membantu saya yang jarang keluar rumah dan hidup sendiri
1812;Virginia Sarah;5;19/05/2022 23:32;Helpful banget untuk mencari tau penyakit kita dan mendapat resep/obat yang sesuai dengan keluhan kita secara cepat dan tepat👍🏻
1813;Khinanti Eka cahyani;5;19/05/2022 11:20;Bagus banget apknya dokternya juga cekatan dan fast respon banget
1814;Louise E. Liharja;1;19/05/2022 09:34;Worst service ever. I bought medicines on April 28th 2022, AND IT NEVER DELIVERED till now (May 19th 2022). I contacted the CS, the shipping service, anything. Well, at the end, it refunded. I still have money here, and I don't know what to do. I don't want to use this app anymore. Trash 👎
1815;Faradhiba Sandi;5;19/05/2022 03:07;Ok
1816;Dhifa Studio;5;19/05/2022 02:37;mantap
1817;Manda Famir;5;19/05/2022 00:01;So helper
1818;Angelina Candra;5;18/05/2022 19:06;Sangat membantu saat butuh obat tengah malam :') makasi halodoc, gomed, dan semua babang gojek! Jasa kalian tiada tara
1819;Imam Wafa;5;18/05/2022 14:14;Sangat membantu
1820;Yudha Kurniawan;5;18/05/2022 12:55;Membantu sekali
1821;iqbal mikdad;5;18/05/2022 12:44;Good one
1822;ikhsan fauzie;5;18/05/2022 09:18;Sangat membantu
1823;Rahma Sari;5;18/05/2022 06:14;Sangat terbantu sekali
1824;Dimas Panji;1;18/05/2022 05:16;Mengecewakan
1825;Anisa Nabila;5;18/05/2022 04:05;Very helpful and fast response. Doctor's analysis based on chat and picture but the diagnosis almost right.
1826;pr4k0m cim;1;18/05/2022 01:40;"Transaksi sy dibatalkan sepihak, padahal sdh pembayaran, refund nya gagal, cek di internet trnyta dr thn 2018 sdh prnh terjadi konsumen transaksi dibatalkan dan tidak ada refund sampai kapanpun. Halodoc itu aplikasi utk org yg sakit/membutuhkan/menderita, malah diperlakukan sperti itu. Balasan dr Halodoc cuma ""maaf atas ketidaknyamanannya, mohon kesediaan menunggu, mudah-mudahn tidak terjadi lagi Hal yang sama"", tanpa ada hasil refund."
1827;callysta world amazing;5;18/05/2022 00:38;Mudah dan membantu
1828;renata iriani;1;17/05/2022 13:17;mau komplain barang cuman di kirim 1, seharusnya 2 kemana nih??? di chat gk muncul chat nya.. di telpon cs gk di angkat. gimana sih?
1829;Suyadi Suyadi;5;17/05/2022 13:13;Sangat bagus dan nyaman solusi applikasi ini
1830;Arif Budiman;4;17/05/2022 13:06;Nyari apotek nya masih agak kejauhan
1831;Retno Setyorini;5;17/05/2022 12:30;Good
1832;Annisa Galuh;5;17/05/2022 10:30;Gercep untuk pengantaran obatnya kota Malang, masih kurang tau kalau di kota lain
1833;Fachri Bilfagih;3;17/05/2022 02:55;Sering error jika ingin konsultasi dengan dokter
1834;rahadianti dian;5;16/05/2022 13:28;Awesome!!
1835;Arie Krisnoanto;2;16/05/2022 12:46;You need to improve the UX, ada state yang hilang, saat status pesanan pembayaran diproses, tiba-tiba pesanan hilang dan tidak ada di riwayat transaksi. Apakah pesanan saya ditolak? Atau pembayaran gagal? Atau apa? I need more clear information. Diarahkan untuk hubungi CS? no thanks 🙂 Satu lagi, plase make sure the drivers can read the note. Suka diomelin driver gara2 alamat tidak jelas, padahal jelas-jelas saya sudah tulis di note.
1836;Dini Firdaus;5;16/05/2022 08:29;Ok
1837;Akbar Boby (Three Saudara);5;16/05/2022 05:42;Sejauh ini Halodoc sangat membantu sekali.
1838;dwi prasetyo;5;16/05/2022 01:26;Membantu sekali👍👍👍
1839;Ky Ghaizan;1;15/05/2022 16:53;Sangat disayangkan terkendala saat sudah melakukan pembayaran dan selama konsultasi berlangsung, tidak dapat mengirimkan chat atau on call sama sekali, dan terkait penyelesaian masalahnyapun, tim meminta waktu 1x24 jam, itu lama sekali. Saya tidak akan merubah review ini sebelum mendapatkan respon lanjutan.
1840;Fajrin Altriara;5;15/05/2022 10:22;Mudaaah kali👍🤝
1841;Salsabila Nadya Kumari;2;15/05/2022 10:12;Mau chat dokter hari ini gagal terus, gatau kenapa pdhl urgent udh 2x
1842;acexdeuce;5;15/05/2022 10:05;Terima kasih, jadi bisa konsultasi dengan harga yang bisa dijangkau kaum menengah ke bawah. Sangat membantu sekali. Semoga selalu bagus dan kualitas terus meningkat.
1843;Nda Yani;5;15/05/2022 06:51;Aplikasi yang sangat membantu keluarga
1844;Fahran Panca Arjanggi;5;15/05/2022 05:09;Very helpfull when you need some medicine in immediate time.
1845;Reza Rizki Mustafa;5;15/05/2022 01:32;Membantu sekali
1846;Andrew Joseph;5;15/05/2022 00:30;Membantu
1847;UthyNS;5;14/05/2022 19:08;Sangat sangat membantu
1848;Ahmad Khaironi;5;14/05/2022 14:09;Sangat membantu membeli obat tanpa harus pusing mencari di setiap apotik.
1849;Maria Caroline Wiyono;5;14/05/2022 13:16;Fast respond and very helpfull in this pandemic situation.
1850;Zian Ameer Alfarezky;1;14/05/2022 11:55;Bikin appointment dg dokter susah sekali. Konfirmasi dan update statusnya sangat telat, dan saya minta pembatalan, malah di reschedule, pdhl sudah ada email dr CS halodoc bhw appointment saya cancel, menunggu refund. Tp luamaaa skl refundnya. Perlu perbaikan lg aplikasi ini
1851;Linda Paradisetia;5;14/05/2022 11:11;Dokternya ramah, konsultasi jga jelas, terima kasih ya
1852;delian sjiariel;5;14/05/2022 08:16;penjelasan dokternya baik, sayang waktunya ga cukup lama. makasih halodoc
1853;Chyndanita Rizqy Ramadhany;5;14/05/2022 01:57;Bagus
1854;Fandy Soejanto;5;14/05/2022 00:01;Very helpful apps. everyone should use this app
1855;Imanuel Kevin Mayola;5;13/05/2022 12:21;Membantu mempermudah mencari obat
1856;Ike Salvitri;5;13/05/2022 10:20;Layanan baik
1857;weenzhou;5;13/05/2022 09:31;What an useful app, especially when we are in need of health advices and medicines.
1858;Two Papa;5;13/05/2022 04:36;excellent....
1859;Siraz;5;13/05/2022 00:39;Pagi ini halodoc sudah menjelaskan via telpon untuk permasalahan nya. Good, i really appreciate that 👍
1860;citra kuncaraning probo;5;12/05/2022 23:52;mantab kali untuk yg hrs tinggl drumah pdhl butuh obat 😁
1861;Anna agr;5;12/05/2022 15:21;Baru pertama kali coba aplikasi ini dokternya ramah sekali.
1862;Rahmi Nurlitasari;1;12/05/2022 15:02;I feel disappointed cause I got the medicine with high price but the worst things it was nearly expired date, there's no option to refund those medicine, I spent over 100k for Nearly Expired things, so awful !
1863;Femila Sari;5;12/05/2022 14:57;Penggunaan aplikasi yang mudah...harga terjangkau..dan respon dari dokter cepat
1864;Vina Aulia;4;12/05/2022 09:46;Sebaiknya ditingkatkan lagi dalam pemilihan kata sesuai dengan setup bahasa yang dipakai. Semoga lebih baik lagi kedepannya
1865;Farahdina Y Aldila;5;12/05/2022 07:47;Aplikasi yang saya membantu,, Sudah sering konsultasi online dengan dokter, Pesan obat di tengah malam juga bisa . Sangat membantu sekali .. Terima kasih 👍🏻
1866;Fena Amalia Untari;5;12/05/2022 05:53;Ease the health access indeed. Banyakin promo nya yaa, terutama ongkir obat 🥲
1867;Drajat Anggoro;1;12/05/2022 05:41;Ribet, harus pake resep semua kalau mau beli obat ringan.
1868;Ary Setiawan;5;12/05/2022 03:15;Good application
1869;Ongky Marindra;5;11/05/2022 23:45;Enak banget konsultasi online. Saves my time
1870;Narpati Ardito;1;11/05/2022 23:16;Aplikasinya berguna sekali untuk beli obat sayangnya saya Gak suka karena ada gambar raffi dan nagita di depannya
1871;Febry pratama;5;11/05/2022 04:55;good respon
1872;novi novianita;5;11/05/2022 03:47;Good 👍
1873;Alzio Ibrahim;5;11/05/2022 01:25;Terima kasih proses sangat mudah disaat pandemi COVID 19
1874;Luthfi Taufiq;5;11/05/2022 00:57;Good apps
