"","text"
"1979"," konsultasi dokter keburu off jd  semkonsuldana  tertarik  refund es    disuruh menunggu  menunggu"
"1980"," membantu  "
"1981"," beli obat tarder  cancel sek   bayar  va bca   ok refund manual taari tgl  a   dana refund   terima  es refund  seabadabad  habis lebaran  kembalikan uang  kontak  cs    solusi   balasan teme fix   bugs  dii  user  berkaitan  uang "
"1982","very hel"
"1983","great for the st order"
"1984","iklan ungganggu  iklan laza  durasinya ang  berulang  berulangulang muncul     teditengah konsultasi dokter"
"1985"," membantu"
"1986","good aood doctor"
"1987","good apps"
"1988","easy to use and very functional"
"1989","dokter kootif tktu utk konsultasi sebentar banget  menit hehe"
"1990","nice aation"
"1991"," membantu   konsultasi  dokter kasaja  dokternya ramah  membantu terimakasih"
"1992","mantappp"
"1993","bagus  aasi ni  membantu"
"1994","nyaman aman teraya"
"1995","   membantu  dokternya  ramah ramah"
"1996","aasi terburuk yg ah  pesan obat iraan datangnya  jam    han antaran instan keburu mati orang kalo nunggu  jam   tdk sanggututuah aasinya   antaran taarus nunggu  jam  pakai gosend  cekalau si   utk gunaan asuransi  disusahkan "
"1997","ordering medic and i waiting for too long and its over than estimated time could u imagine the call center just answer with maaf   jaringan excuse me you kidding you are a medical service not a food service get it"
"1998"," membantu"
"1999","membantu "
"2000"," membantu"
"2001","virtual asistantnya kacau banget deh nan   yg  refunded gatau dibatalin  drivernya  halodocnya   ga nyame  nyoba  virtual assistant eeh susah bener gada kategori yg cocok nyoba dm ig hmmm gaada respon"
"2002","disuruh masukkan no ht verivikasi uda dimasukkan berulang eh ga  sms nya"
"2003","profast and good information "
"2004"," membantu    sednag    klinik  rumah sakit yanan  oenjelasan dokterdokternya   ramah recomended"
"2005","kabeli obat  antarnya  bangettt janji     samjuga ngga   track  nan  sammana mending jalan aja  ak langsung caikit taangsung daobatnya"
"2006","mudah tis  cepat"
"2007","very hel"
"2008","keren banget dokterdokternya harga affordable   o"
"2009","mantap"
"2010","i was on the holiday with only my toddler when i got my vertigo so no one can hel i talked to the dr from halo doc and get my medicine immidiately very easy to use and hele alot easy to with the link to go thank you halodoc"
"2011","good dokternya ga t kasih reseskikonsultasi online"
"2012","cetebermanfaat"
"2013","dah nunggu  jam obatnya ga datengdateng dah sekarat lg"
"2014","gara gara  ram vaksin  halodoc x wings  sertifikat booster gw ngga nongol nongol cok"
"2015","notifnya suka nggak muncul"
"2016","very easy  hel"
"2017","tolong tambahin feature refund saldo  bank   salah transfer  uang jd mengendadak teri tolong banget banget banget diimbangkan  ude feature  embalian uang  saldo halodoc  rekening adi"
"2018","pesan obat dikirim tetdk u cacari diak"
"2019","mantap"
"2020","aasi sdh oke   menu n dg driver  nama rima bs ditelusuri  seringkali nan nyasar tks"
"2021"," membantu    test covid   travelling halodoc mencarikan temtest terdekat  teraya"
"2022","trimakasih  membantu"
"2023","user friendly and connection with doctor n ak very fast"
"2024","halodoc  membantu   dokterdokternya  esional  menenangkan en  obat   teguna semoga  sukses ya halodoc"
"2025","berguna instant ya instant beneran ga  tunggu samesok"
"2026","ok"
"2027","bermanfaat disaat  emi "
"2028","rescepat"
"2029"," membantu"
"2030"," lancar   chat  dokter ttiaeckout  bayar obat yg direse  gagal sy sdh mencoba  metode bca virtual account gokk  gagal sam   tyt halodoc aasi nya kali   membantu sy    membutuhkan obatan"
"2031","very hel in every situation"
"2032","penyelamat  malem  nyari vet "
"2033","  bergunaaaaa aasinyaaa "
"2034","order medicines  hours waiting cannot cancel chat to customer service not get any res after  hours tried to call the customer service told me that there were error in gojeks omg  hours  wasted idr k to call you so  star for you bye"
"2035","serius gak sih bikin aga  login    negeri  akun   terdaftar  nomor indonesia otp request failed   alamat    temukan  kolom lokasi menyusahkan    "
"2036"," chat aja bayar rb"
"2037"," membantu "
"2038","  n obat ama cari lokasi obat  loadingnya pas  beli  butuh resehat  dokter  rese  ama dokter abis  end chat bbrnit  tulisannya mendadak  dareseri dokter   coba checkout   resegi gitu aja  cakhirnya i   ak"
"2039","tombol batal mggak  lokasi ak    tujuan"
"2040","hel"
"2041","good"
"2042","  halodoc  membantu  konsul  dokter   membeli obat "
"2043","terima kasih halodoc"
"2044"," membantu sei a dokter adi  remendaftar  u antri  konsultasi dimana   kasaja ayaran flexible terima kasih sukses "
"2045"," bagus penyembuhanya yah yg   suka"
"2046","obat rusak tk  solusi dr halodoc kecewa"
"2047","hell"
"2048","gak  connect  chatroom dokter   konsul  attach gambar   tibatiba udah selesai  chatnya ga muncul   rugi banget  konsultasi kaya gini cek sinyal  jaringan  buka aain gak  issue  payah"
"2049","  nyaman  mudah   taungkin   deskrisalisasifokus dokternya   clinical hologist  info terkait fokus  karir keluarga dsb perbaikan   deya  milih  n obat  ak aan customer service   resif"
"2050","good"
"2051","excellent"
"2052","walauagak bingung taembantu sya "
"2053"," bug  aasinya  langganan obat   es ayaran   transaksi elian obat     lihat status trackingnya mohon  aiki "
"2054","cesekali nih"
"2055","gak  aasi  obat udah ham   dikirim kirim  dikomn obat d cancel  k   rekomendasi aasi "
"2056","good apps"
"2057","mantap"
"2058"," membantu"
"2059","excellent"
"2060","hel"
"2061","so hell"
"2062","awesome"
"2063"," membantu"
"2064","nice service"
"2065","installing this aust to uninstall it i cannot link to my go it said my number has not connected to any goaccount yet i have received goot connect with the a i tried to reconnect it again several time and still going nowhere uninstall then"
"2066","cek u antri dokter"
"2067","clear exation"
"2068","mantul"
"2069","good apps"
"2070","saran  kuitansi obat tolong  dimasukan biaya konsultasi dokternya   dikeluarkan kuitansi total biaya berobatnya karna   claim  asuransi  sahaan yg   claim  obat   ongkos   ditanggung karna  masuk kuitansi"
"2071","hell"
"2072"," membantu"
"2073"," andalam meskibuat basaya yg fi kam makasih ya halodoc"
"2074"," verifikasi ko  ulit ga "
"2075","penjelasannya detil  "
"2076","aasi   bermanfaat mudah kaiannya iriman obat ce to"
"2077","ive been using this aor long time then i need uninstalled it because theres no s in my e after that i tried to install using different e but it said i couldnt install halodoc"
"2078"," ue aasi     login  akun     terhubung  s asuransi  mohon diaiki"
"2079"," mudah    solusi ceuntuk konsul dokter"
"2080","   ternci"
"2081","keren"
"2082"," membantu"
"2083","mesen obat gam tahan ayaran  lengkasa bank bri bank sejuta umat yg  disok aje ade  ga ad  osecara internet banking bri ga ad  yg ditamn ga akurat gw mesen tulis alamat  mendetail ud   gang  brenti  gang coba friendly user   ayaran oya dibanyakin benahin  nernya klo   gojek doang ud datengbitu bomcengan ga  seragam bukanya gw mw ribet sok an amana ya"
"2084","aasi  buruk ak   terima nan   lunas dibayar cust care sulit dihubungi reslambat   rekomendasi"
"2085"," bermanfaat "
"2086","  elasannya"
"2087"," membantu  en yg takut  dokter wkwkwk"
"2088","mantulity"
"2089","nice"
"2090","love it  membantu   o  terima kasih"
"2091"," membantu  tis  mudah dii"
"2092","ok"
"2093","very hell"
"2094","so hel"
"2095","membantu banget langsung chat dikasih reseat langsung  via gojek mantap"
"2096","very useful app"
"2097","mantaaaaaaaaap"
"2098","penyelamat makanan basi  yogya  the best"
"2099","fitur dokter modern keren "
"2100","good"
"2101","dokternya fast resbahkan  malam "
"2102","ok"
"2103","very hel  easy"
"2104","easy usefull ued"
"2105"," konsul dokternya aasi   membantutantuk beli obatnya amiriman standartnya    stuck ga jalan   jatim  sehari  butuh obatnya saking lanya sebel l butuh urgent  obat tg dirin   gimana kalo urgent kebutuhan obatnya mending gausa  kota cari yg instan aja tuh kalo beli obatnya  ga  biar cari manual  sebel kalo gini   nahan gatal  wajah gak dateng obatnya  dibatlkan gabisa"
"2106","ag keren  membantu bgt   muda"
"2107","ok"
"2108"," murah ketimbang konstulasi  dokter offline"
"2109","good"
"2110","senin  a  konsultasi  dokter slit  daresen coba cek harga tadk dicover  asuransi  dokternya  logo dijaminkan  asuransi    es konsultasi reseya cancel    dicover rabu  coba  cek harga  resegital tetama  dicover  asuransi trena udah kesakitan  tetader bayar  uang  coba chat  heidy  membantu  kecewa   aini really help"
"2111"," konsultasi  dokter bebas     tinggal cari dokter   u mengantri "
"2112","hel"
"2113","dokter nya ramah iriman obatnya  cepat"
"2114","berguna banget   sibuk tik gak sembuat temu langsung  dokter pake halodoc kaajaa dimana aja  konsul   saran dikit si  ayaran   dibayakin  oya hehe"
"2115","good"
"2116"," membantu pagi  tersedia dokter  obat nya"
"2117"," asangat membantu  dlm elian obat"
"2118"," membantu"
"2119"," ramah  "
"2120","goood"
"2121","soooo goooodd"
"2122","  membantu "
"2123","  atalan nan  driver  nan ter refunded tolong ditindak "
"2124"," membantu  terimakasih"
"2125","konsultasi dokter  ah setis  ani  menolong disaat mendadak  butuh saran dokter kasaja"
"2126","dokternya   ga komn aasinya lemot sutnya lambat  bertele"
"2127","great apps"
"2128","solusi ceuntuk konsultasi  daobat  sakit  membantu banget terima kasih  "
"2129"," membantu  situasi sei  emic"
"2130"," membantu"
"2131","fast resand dokter always standby"
"2132","reliable  convenient kee ulodoc"
"2133","efisien  nanganin en  tinggal  jawa go send nya gerceat ngirim obat dr ak yg  stok  terdekat semangat   halodoc semoga berkah  "
"2134","  haile  aelek kecewa "
"2135","mantuk"
"2136","dokternya rela  bawelin alhamdulillah thanks halodoc"
"2137","very fruitful and friendly"
"2138","membantu  utk konsultasi jarak     mesti jujur  info kondisi   dokter  salah diagnosa   obat   langsung mendaan obat  aasi top"
"2139","maaf mengecewakan   konfirmasi  iriman    obat yg din  dibutuhkan menghubungi cs  bot yg  cancel order refund    tera order ulang  harga nya  mahal  tinggal tunggu    duluan ah obat yg samuluan  refund yg duluan terim kasih"
"2140","bermanfaat "
"2141","makenya simbanget"
"2142"," memuaskan"
"2143","thank u bantu  disaat emergency g bs  tautuh obat"
"2144"," membantu yanan cepat"
"2145"," membantu"
"2146","terbaik"
"2147","great a"
"2148"," membantu "
"2149","rugi duit  obatnya ibuku gak samkomn  uma"
"2150","dokter  ramah   membantu terimakasih hallo doc"
"2151"," memudahkan    anak  beda kota  tetasa belikan obat  "
"2152"," menbantu"
"2153","sanhat membantu"
"2154","so far really hel to chat with essional"
"2155","dokter novi the best terima kasih dokter"
"2156","idenya bagus taaftar klinik  tnya haraue ya sy n  medical check u national hosl surabaya   dikonfirmasi  aasi taamdi temternyata  masuk   dibatalkan  halodoc  nhs   berner"
"2157"," sdh booking tes  lab   samdi lab   yg ditentukan  lab tutuadahal   buang biaya trans  lab komn  call centre  difollow umun  dgn refund dana tes  maaf  tdk menanggaermintaan komasi trans    halodoc utk booking tes  kejelasan lokasi  layanan trnyata ga sebagus yg  r  "
"2158","solusi berobat tanarus  rumah sakit "
"2159","amazing acation very hel"
"2160","resbaik  cepat"
"2161","very hel in every critical moment thanks"
"2162","very hel"
"2163","bener bener usefull sihlengkan terjangkau"
"2164","nice media consultation about health"
"2165","pelayanannya bagus informatif"
"2166","server bermasalah "
"2167","kereen makasiih yaa"
"2168","memudah arian obat  resekter"
"2169","very bad asemua metode ayaran dibilangnya sddangbtidak  digunakanbuang   uang utk chat dokter sajaagak berguna"
"2170","oke"
"2171","dokter kartika kemala hebaaaat"
"2172","resnya  tolong ditingkatkan kerja   k driver nya ya biar    terima kasih"
"2173"," membantuterimakasih ya"
"2174","pengiriman dibatalkan taannformasi   menunggu   jam   infonya   u menunggu  menit   tiengiriman instant  dikontak berkali melalu email live chat  telesaya  diinfokan  nan gagal   mendaan driver pesanan   din ulang  embalian dana membutuhkan     n obat yg harganya jt    order   refund butuh   "
"2175","pesan t medical checkuk boka slh  rs sdh bayar tiket sdh terbit dtg  rsnya eh  aftaran ditolak  slh rs mngkin  cabang a b c   aasi sdh  terterah nama rs  alamat lengka alhasil user yg sngt dirugikan cs ga membantu es refund yg  ribet komunikasi  halodoc  rs nya   buruk im sorry i cant recommend this"
"2176","alhamdulillah dadokter  informatif"
"2177","this aeally really makes my life easier you deserve  stars  brilliant"
"2178","terima kasih halodoc"
"2179","mending  aasi alodokter  aasi  dokternya  komunikasi   disuruh sabar wkwkw intaan refund  dadies bad  langsung uninstall"
"2180"," belanja better i obayar tunai   belanja i debet trus dicancel  sistem udah   kerja  masuk  refund  rekening    cs halodoc disuruh   bank  mengecewakan yanannya"
"2181","sekalinya driver cancel es  ribet     batal  reorder resedak     menunggu    urgent uang    email  masuk"
"2182","medicine brands are extremely limited"
"2183","kejadian  kecewa  halodoc  komn  hel anak  sakit s  taambat"
"2184"," niat  konsultasi sudh selesai ayaran dokternya  ngga  resakhirnya disuruh halodoc  menghubungi dokter  trus uang  gmna hangus gitu tnkonsultasi  dokter dicoba  konsultasi   disruh bayar    berkah  makan uang haram"
"2185","bgs mudah"
"2186","hell enough"
"2187","  bermanfaat  layanan kesehatan  fisik maumental   lengkaemua tenaga medis yg  sgt teraya  komn    h tenaga medisnya  sesuai kriteriamu  memudah hiduood job halodoc"
"2188"," sulit aja  aasi  disuruh cancle taak   order ulang lock  order     cancle pembayaran   asuransi  gak semudah     konsultasi    charging beban   menunggu  cs   banget resuntuk bantu canclenya gak banget deh knya kalo gak tera  bawaan asuransi"
"2189","so far its been hel but the ma unreliable and the drivers seem to not reading the note i couldnt find my orders until now the info just shows whether it has been delivered or not but no info who acce it ure of the on who acce it so when they delivered the medicine to the wrong on to track it was such a hassle maybe fix that "
