"","klasifikasi","score","text"
"1889","Negatif",-4,"buruk   order obat sampe  belasan kali gagal   udah  metode pembayaran dipake tetep gagal  ga rekomendasi aplikasi     orang sakit  sakit"
"1890","Netral",0,"good"
"1891","Positif",2," membantu   akses  tenaga kesehatan  harga  terjangkau"
"1892","Netral",0,"aasinya cukudah   elasan  cukulas"
"1893","Positif",1,"dokternya  ramah  "
"1894","Netral",0,"cs nya siganangani "
"1895","Negatif",-1,"   kali  aasi   membantu  darurat  mudah  thanks halodoc"
"1896","Negatif",-1," bayar   chattingan    darurat"
"1897","Netral",0,"useful"
"1898","Netral",0,"hel"
"1899","Netral",0," membantu "
"1900","Netral",0,"membantu"
"1901","Positif",1,"mudah  sanan obat  berkomunikasi  dokter agi memesan layanan ratest rless serba online"
"1902","Positif",1,"cebangettt ngebantu banget"
"1903","Negatif",-3," obat habis   refund dananya   kesulitan   n obat   agi  butuh resedi  rumit   ud reseri halodoc  taalah rumit   otomatis cari alternatif tand  n ulang  terh ala stok  "
"1904","Netral",0,"ok"
"1905","Netral",0,"great auser friendly"
"1906","Netral",0," membantu   kondisi emi  "
"1907","Netral",0,"aasi  canggih   membantu god bless"
"1908","Netral",0,"good aation"
"1909","Negatif",-1,"pelayanan ok  saran   aknya  terdekat  tinggal  daerah cilandak taknya  sukmajaya de  yg butuh obat cetakut keburu  memburuk"
"1910","Netral",0,"very useful even in a case of emergency awesome"
"1911","Netral",0,"easy and convinient"
"1912","Negatif",-1,"baguz bgt   chat  driver ribet krn g langsung dr aasi gojek mudahan bs   ude  memudah"
"1913","Netral",0,"excellent easy for customer sally with ent metode bca virtual account"
"1914","Netral",0,"aasi   membantu"
"1915","Netral",0," mudah   membantu   konsultasi  dokter tanerkunjung  rs"
"1916","Netral",0,"fitur  chat driver   oal   nerima nan   binggung cari drivernya"
"1917","Netral",0,"good"
"1918","Positif",1,"obat nya sgt ringan"
"1919","Positif",1,"mantakternya cantik goks"
"1920","Negatif",-1,"  ak yg  tambahan  din alasannya susah ue harga  aasi"
"1921","Positif",1,"hebat   membantu"
"1922","Netral",0,"awesome doctors"
"1923","Netral",0,"mudah cemurah "
"1924","Positif",1,"halodoc keren terhubung dgn asuransi"
"1925","Positif",1,"so far bagus manjur  bahan  doggieku manjursangat menghemat waktubiaya  tenagatengkiuuu halodoc"
"1926","Netral",0,"excellent aor healthness consultancy"
"1927","Netral",0,"good"
"1928","Netral",0,"hell"
"1929","Netral",0,"really quick and simto use"
"1930","Netral",0," membantu"
"1931","Positif",1,"pesan jam   malam jam   besoknya  samjuga tarder   fibatalkan  bantuan robot  "
"1932","Netral",0," membantu  transaksi obat"
"1933","Netral",0,"praktis solusi    masyarakat semoga   yg  memanfaatkan nya sukses  halodoc"
"1934","Positif",1,"halodoc benerbener  membantuketika   butuh obat  konsultasi dokterhalodoc  membantu cedan te pertahankan kecen  ketennya semoga   bagus  baikdan semoga   diskon nya "
"1935","Negatif",-3,"setiaetik cari nama obat langsung tertulis coba  samkhirnya ga ngetik ascroll doang  error  ya allah tiaari obat yaa  begktu stress  "
"1936","Netral",0,"very hel"
"1937","Positif",1," aasi penghisap data adi  doang chatt konsul dokter gak berhasil saldo terng cs  no res  skali gak membantu  butuh konsul sm dokter fix   aasi hubung  dokter  aenghisakasi  data adi jg e wallet  not recommended scam app"
"1938","Netral",0,"membantu  disaat liburan  raya"
"1939","Netral",0,"  membantu disaat urgent best  knya"
"1940","Netral",0,"good"
"1941","Netral",0,"great"
"1942","Netral",0,"nice exence"
"1943","Positif",3,"bagus resdokternya cedan langsung terhubung  ak  jd lgsg n obat  booking test antigenswab  klinik mudah terima kasih utk harga konsultasi   murah  asebelah tn asuransi kantor bermitra  halodoc jd  skrg  srg alodoc"
"1944","Netral",0,"nice doctor"
"1945","Negatif",-1,"simity butkenausah ya bayar i mandiri"
"1946","Positif",1,"oke banget"
"1947","Netral",0,"aasi   resdokternya ce"
"1948","Negatif",-2,"aplikasi gak jelass harga obat g sesuai sm tlpke halo doc yg  driver dijkt timurapotik  dkt jagakarsa trs dibawaa  sawangan batal pesen lg driver mati suri tlp mati sms mati kirain yg tlp si driver tau apotik nunggu  jam tau driver ga dtg namanya arfian maulana tlg halo doc kl ksh ref apotik bkn terbaik tp terdekat gak profesional"
"1949","Netral",0," membantu  malam   libur dll"
"1950","Netral",0,"search obat susah banget bug  coba   konsultasi  dokter jutek banget diagnosis salah  sakit mata  ditulis konsultasi  edukasi sayang banget  logistik iriman obatnya oke taelemedicinenya  membantu  sih mikir berhh kali kalo disuruh  "
"1951","Negatif",-2,"pelayanan buruk konsultasi  dokter bayar  bayar dokter  meres saldo   dihubungi cs ga  yg respon"
"1952","Netral",0,"aihell"
"1953","Positif",1,"semoga  manfaat  "
"1954","Netral",0,"good"
"1955","Positif",2,"efisien cedan  rekomen  gejala ringan keseharian keseharan kluarga"
"1956","Positif",1," x kecewa   dihubungkan dg salah  dokter  dokter  tdk mengkonfirmasi alhasil saldo  tetatarik taidak konsul     menambah biaya   konsul dg dokter "
"1957","Netral",0,"  mudik  kam  sakit   halodoc   tetansul  dokter  mendaan reseng te"
"1958","Netral",0," bandung  raya idul fitri  damemberikan service   athumbs up"
"1959","Negatif",-2,"bugs  cek obat dikit langsung   salah coba  gimana beli obat cari obat aja kgk "
"1960","Netral",0,"the worst worst app i ordered medicine for my mom it should be delivered instant within mins but i have been waiting for  hours and the status was still confirmed i tried to cancel but somehow it said your order has been confirmed and will be eed soon and keeying that i tried to use chat box but it was so useless it just auto reand did not hel at all i called the cs and everytime they said currently there are no free agent which can heluper waste time n money"
"1961","Netral",0,"i got the necessary helmediately"
"1962","Netral",0,"cebanget  obatnya   menjelang  raya idul fitri  melayani customer good job "
"1963","Netral",0,"it used to be ok but i just had consultant with dr  no med no helne no e to score or comn or return the money i just delete my account and a star for wasting time and money"
"1964","Negatif",-2,"obat  yg   dibeli bebas mendadak membutuhkan konsultasi dokter online  obat yg   dibeli    mendadak jumlahnnya dibatasi   dibeli   sanan beberaenis obat  dih   iriman terh   ongkos kirim x li algoritmanya kemaruk cari cuan"
"1965","Positif",1," tis  memudahkan thank you halo doc "
"1966","Negatif",-1," ue aasi tk  login  gagal kirim otp"
"1967","Netral",0," disaat urgent"
"1968","Negatif",-1,"lokasi bogor tmobatnya  dehal anak  lg demam tinggigawat routing oizernya "
"1969","Netral",0,"excellent"
"1970","Negatif",-1,"aasi ya mudah dii terimakasih"
"1971","Negatif",-7,"n jam set  malam tgl  aeta set    may its okei ya tm  siang  may nan  dateng ga  notif  an   dies chat csnya  disuruh batalin krn ga nemu driver aneh bgt sum  obat lo kaitannya  kesahatan orang  kali  notif kalo ga nemu driver jd  cari alternatif   obat     kam    kota kirain aya  memudah  memeruh kacau"
"1972","Netral",0,"cedan  membantu"
"1973","Netral",0,"easy way to consult and get the recipe"
"1974","Negatif",-2,"pemgalaman a susah  maauk ok  sems asa"
"1975","Netral",0,"praktis  mudah"
"1976","Netral",0,"komunikatif"
"1977","Netral",0,"cant intall the ajust now"
"1978","Positif",1,"saldo ketarik taa  chat dokter  gitu  make langsung ketemu  gini bikin kaye"
"1979","Positif",1," konsultasi dokter keburu off jd  semkonsuldana  tertarik  refund es    disuruh menunggu  menunggu"
"1980","Netral",0," membantu  "
"1981","Positif",5," beli obat tarder  cancel sek   bayar  va bca   ok refund manual taari tgl  a   dana refund   terima  es refund  seabadabad  habis lebaran  kembalikan uang  kontak  cs    solusi   balasan teme fix   bugs  dii  user  berkaitan  uang "
"1982","Netral",0,"very hel"
"1983","Netral",0,"great for the st order"
"1984","Netral",0,"iklan ungganggu  iklan laza  durasinya ang  berulang  berulangulang muncul     teditengah konsultasi dokter"
"1985","Netral",0," membantu"
"1986","Netral",0,"good aood doctor"
"1987","Netral",0,"good apps"
"1988","Netral",0,"easy to use and very functional"
"1989","Positif",1,"dokter kootif tktu utk konsultasi sebentar banget  menit hehe"
"1990","Netral",0,"nice aation"
"1991","Positif",1," membantu   konsultasi  dokter kasaja  dokternya ramah  membantu terimakasih"
"1992","Netral",0,"mantappp"
"1993","Positif",1,"bagus  aasi ni  membantu"
"1994","Positif",2,"nyaman aman teraya"
"1995","Positif",2,"   membantu  dokternya  ramah ramah"
"1996","Negatif",-2,"aasi terburuk yg ah  pesan obat iraan datangnya  jam    han antaran instan keburu mati orang kalo nunggu  jam   tdk sanggututuah aasinya   antaran taarus nunggu  jam  pakai gosend  cekalau si   utk gunaan asuransi  disusahkan "
"1997","Positif",1,"ordering medic and i waiting for too long and its over than estimated time could u imagine the call center just answer with maaf   jaringan excuse me you kidding you are a medical service not a food service get it"
"1998","Netral",0," membantu"
"1999","Netral",0,"membantu "
"2000","Netral",0," membantu"
"2001","Negatif",-1,"virtual asistantnya kacau banget deh nan   yg  refunded gatau dibatalin  drivernya  halodocnya   ga nyame  nyoba  virtual assistant eeh susah bener gada kategori yg cocok nyoba dm ig hmmm gaada respon"
"2002","Negatif",-1,"disuruh masukkan no ht verivikasi uda dimasukkan berulang eh ga  sms nya"
"2003","Netral",0,"profast and good information "
"2004","Netral",0," membantu    sednag    klinik  rumah sakit yanan  oenjelasan dokterdokternya   ramah recomended"
"2005","Netral",0,"kabeli obat  antarnya  bangettt janji     samjuga ngga   track  nan  sammana mending jalan aja  ak langsung caikit taangsung daobatnya"
"2006","Positif",1,"mudah tis  cepat"
"2007","Netral",0,"very hel"
"2008","Positif",2,"keren banget dokterdokternya harga affordable   o"
"2009","Netral",0,"mantap"
"2010","Netral",0,"i was on the holiday with only my toddler when i got my vertigo so no one can hel i talked to the dr from halo doc and get my medicine immidiately very easy to use and hele alot easy to with the link to go thank you halodoc"
"2011","Netral",0,"good dokternya ga t kasih reseskikonsultasi online"
"2012","Netral",0,"cetebermanfaat"
"2013","Negatif",-1,"dah nunggu  jam obatnya ga datengdateng dah sekarat lg"
"2014","Netral",0,"gara gara  ram vaksin  halodoc x wings  sertifikat booster gw ngga nongol nongol cok"
"2015","Netral",0,"notifnya suka nggak muncul"
"2016","Netral",0,"very easy  hel"
"2017","Positif",4,"tolong tambahin feature refund saldo  bank   salah transfer  uang jd mengendadak teri tolong banget banget banget diimbangkan  ude feature  embalian uang  saldo halodoc  rekening adi"
"2018","Netral",0,"pesan obat dikirim tetdk u cacari diak"
"2019","Netral",0,"mantap"
"2020","Netral",0,"aasi sdh oke   menu n dg driver  nama rima bs ditelusuri  seringkali nan nyasar tks"
"2021","Netral",0," membantu    test covid   travelling halodoc mencarikan temtest terdekat  teraya"
"2022","Netral",0,"trimakasih  membantu"
"2023","Netral",0,"user friendly and connection with doctor n ak very fast"
"2024","Positif",1,"halodoc  membantu   dokterdokternya  esional  menenangkan en  obat   teguna semoga  sukses ya halodoc"
"2025","Negatif",-1,"berguna instant ya instant beneran ga  tunggu samesok"
"2026","Netral",0,"ok"
"2027","Positif",1,"bermanfaat disaat  emi "
"2028","Netral",0,"rescepat"
"2029","Netral",0," membantu"
"2030","Negatif",-2," lancar   chat  dokter ttiaeckout  bayar obat yg direse  gagal sy sdh mencoba  metode bca virtual account gokk  gagal sam   tyt halodoc aasi nya kali   membantu sy    membutuhkan obatan"
"2031","Netral",0,"very hel in every situation"
"2032","Positif",1,"penyelamat  malem  nyari vet "
"2033","Netral",0,"  bergunaaaaa aasinyaaa "
"2034","Netral",0,"order medicines  hours waiting cannot cancel chat to customer service not get any res after  hours tried to call the customer service told me that there were error in gojeks omg  hours  wasted idr k to call you so  star for you bye"
"2035","Negatif",-1,"serius gak sih bikin aga  login    negeri  akun   terdaftar  nomor indonesia otp request failed   alamat    temukan  kolom lokasi menyusahkan    "
"2036","Netral",0," chat aja bayar rb"
"2037","Netral",0," membantu "
"2038","Negatif",-2,"  n obat ama cari lokasi obat  loadingnya pas  beli  butuh resehat  dokter  rese  ama dokter abis  end chat bbrnit  tulisannya mendadak  dareseri dokter   coba checkout   resegi gitu aja  cakhirnya i   ak"
"2039","Negatif",-1,"tombol batal mggak  lokasi ak    tujuan"
"2040","Netral",0,"hel"
"2041","Netral",0,"good"
"2042","Netral",0,"  halodoc  membantu  konsul  dokter   membeli obat "
"2043","Positif",2,"terima kasih halodoc"
"2044","Positif",3," membantu sei a dokter adi  remendaftar  u antri  konsultasi dimana   kasaja ayaran flexible terima kasih sukses "
"2045","Positif",1," bagus penyembuhanya yah yg   suka"
"2046","Negatif",-2,"obat rusak tk  solusi dr halodoc kecewa"
"2047","Netral",0,"hell"
"2048","Negatif",-2,"gak  connect  chatroom dokter   konsul  attach gambar   tibatiba udah selesai  chatnya ga muncul   rugi banget  konsultasi kaya gini cek sinyal  jaringan  buka aain gak  issue  payah"
"2049","Positif",2,"  nyaman  mudah   taungkin   deskrisalisasifokus dokternya   clinical hologist  info terkait fokus  karir keluarga dsb perbaikan   deya  milih  n obat  ak aan customer service   resif"
"2050","Netral",0,"good"
"2051","Netral",0,"excellent"
"2052","Negatif",-1,"walauagak bingung taembantu sya "
"2053","Netral",0," bug  aasinya  langganan obat   es ayaran   transaksi elian obat     lihat status trackingnya mohon  aiki "
"2054","Netral",0,"cesekali nih"
"2055","Positif",1,"gak  aasi  obat udah ham   dikirim kirim  dikomn obat d cancel  k   rekomendasi aasi "
"2056","Netral",0,"good apps"
"2057","Netral",0,"mantap"
"2058","Netral",0," membantu"
"2059","Netral",0,"excellent"
"2060","Netral",0,"hel"
"2061","Netral",0,"so hell"
"2062","Netral",0,"awesome"
"2063","Netral",0," membantu"
"2064","Netral",0,"nice service"
"2065","Netral",0,"installing this aust to uninstall it i cannot link to my go it said my number has not connected to any goaccount yet i have received goot connect with the a i tried to reconnect it again several time and still going nowhere uninstall then"
"2066","Netral",0,"cek u antri dokter"
"2067","Netral",0,"clear exation"
"2068","Netral",0,"mantul"
"2069","Netral",0,"good apps"
"2070","Positif",3,"saran  kuitansi obat tolong  dimasukan biaya konsultasi dokternya   dikeluarkan kuitansi total biaya berobatnya karna   claim  asuransi  sahaan yg   claim  obat   ongkos   ditanggung karna  masuk kuitansi"
"2071","Netral",0,"hell"
"2072","Netral",0," membantu"
"2073","Negatif",-1," andalam meskibuat basaya yg fi kam makasih ya halodoc"
"2074","Negatif",-1," verifikasi ko  ulit ga "
"2075","Netral",0,"penjelasannya detil  "
"2076","Positif",1,"aasi   bermanfaat mudah kaiannya iriman obat ce to"
"2077","Netral",0,"ive been using this aor long time then i need uninstalled it because theres no s in my e after that i tried to install using different e but it said i couldnt install halodoc"
"2078","Netral",0," ue aasi     login  akun     terhubung  s asuransi  mohon diaiki"
"2079","Netral",0," mudah    solusi ceuntuk konsul dokter"
"2080","Netral",0,"   ternci"
"2081","Positif",1,"keren"
"2082","Netral",0," membantu"
"2083","Negatif",-5,"mesen obat gam tahan ayaran  lengkasa bank bri bank sejuta umat yg  disok aje ade  ga ad  osecara internet banking bri ga ad  yg ditamn ga akurat gw mesen tulis alamat  mendetail ud   gang  brenti  gang coba friendly user   ayaran oya dibanyakin benahin  nernya klo   gojek doang ud datengbitu bomcengan ga  seragam bukanya gw mw ribet sok an amana ya"
